Date,Actualized Sales,Total IMP,Total Clicks,Total Sales,Total Device Sales,Total SIM Sales,Total Cost,Gross Adds,Total.CPS,Total.CPGA,SEM IMP,SEM Clicks,SEM Device Sales,SEM SIM Sales,SEM Cost,SEM.Gross Adds,SEM.CPS,SEM.CPGA,CPA IMP,CPA Clicks,CPA Device Sales,CPA SIM Sales,CPA Total Sales,CPA.Gross Adds,CPA.CPS,CPA.CPGA,Mid-Funnel Display IMP,Mid-Funnel Display Clicks,Mid-Funnel SEM IMP,Mid-Funnel SEM Clicks,Mid-Funnel Device Sales,Mid-Funnel SIM Sales,Mid-Funnel Cost,Mid.Gross Adds,Mid.CPS,Mid.CPGA
7/18/2015,2064,5761080,59118,2156,1103,1053,105432.79,1952.93,48.90203618,53.98697854,338733,39940,356,215,27922.22,521.69,78.43320225,53.52262838,4015083,11169,632,759,68068.59,1254.41,107.7034652,54.26343062,867957,4604,539307,3405,115,79,9441.98,176.83,48.67,53.39580388
7/19/2015,1785,5866580,59942,1869,1149,720,91675.14,1706.46,49.05036918,53.72240779,342034,39592,336,185,25699.36,476.79,76.48619048,53.9007949,4194473,12324,687,482,57211.19,1065.12,83.27684134,53.71337502,795241,4256,534832,3770,126,53,8764.59,164.55,48.96418994,53.26399271
7/20/2015,2501,7372574,65251,2516,1494,1022,123375.27,2293.5,49.03627583,53.7934467,384110,44702,454,245,34441.61,639.91,75.86257709,53.82258443,5235566,12573,861,669,74860.05,1391.37,86.94547038,53.8031221,1139405,4208,613493,3768,179,108,14073.61,262.22,49.03696864,53.67100145
7/21/2015,2336,7668748,66400,2365,1454,911,115762.8,2159.33,48.94832981,53.61051808,379998,43249,418,208,30546.41,573.88,73.07753589,53.22786994,5150280,12986,863,611,72108.2,1342.79,83.55527231,53.70028076,1486555,6368,651915,3797,173,92,13108.19,242.66,49.46486792,54.01875052
7/22/2015,2180,7818283,67273,2213,1355,858,108522.94,2020.16,49.03883416,53.71997268,378927,42058,423,162,28735.25,538.56,67.9320331,53.35570781,5089389,12400,814,615,70049.7,1300.21,86.05614251,53.87568162,1710371,8839,639596,3976,118,81,9737.99,181.39,48.93462312,53.68537406
7/23/2015,2171,7142665,65506,2163,1410,753,105957.79,1980.51,48.98649561,53.50025498,387264,41925,384,185,28088.18,521.91,73.14630208,53.81805292,4973597,12384,895,502,68228.96,1278.04,76.23347486,53.38562173,1183994,7246,597810,3951,131,66,9640.65,180.56,48.93730964,53.39305494
7/24/2015,2242,6753439,62705,2168,1337,831,106122.15,1979.75,48.94933118,53.60381361,373238,40795,406,169,28064.24,528.67,69.12374384,53.08460855,4792535,12426,808,582,68098.91,1265.86,84.28082921,53.79655728,1017849,6283,569817,3201,123,80,9959,185.22,49.0591133,53.76849152
7/25/2015,1551,5630529,57268,1519,931,588,74719.63,1386.7,49.19001317,53.88305329,338575,35728,322,144,22969.85,427.96,71.33493789,53.67288999,3994188,11232,540,384,45260.71,841.68,83.81612963,53.77424912,791226,7338,506540,2970,69,60,6489.07,117.06,50.30286822,55.43370921
7/26/2015,1572,6058655,61814,1490,954,536,73176.55,1363.08,49.11177852,53.68470669,343647,35841,295,150,21816.13,407.8,73.95298305,53.49713095,4301632,14094,574,338,44703,833.62,77.87979094,53.62515295,847780,8778,565596,3101,85,48,6657.42,121.66,50.05578947,54.72151899
7/27/2015,1985,7789309,67696,1902,1188,714,93307.58,1737.9,49.05761304,53.68984406,386054,41008,350,155,24894.31,463.85,71.1266,53.66888003,5588300,16148,694,508,58922.62,1094.32,84.90291066,53.84404927,1181415,7291,633540,3249,144,51,9490.65,179.73,48.67,52.80504089
7/28/2015,1890,7989799,60935,1812,1144,668,89190.58,1656.52,49.22217439,53.84213894,379855,38334,372,155,26096.7,484.53,70.15241935,53.85982292,5932228,15181,672,468,55957.74,1038.84,83.27044643,53.86560009,1127190,5028,550526,2392,100,45,7136.14,133.15,49.21475862,53.59474277
7/29/2015,1759,7566636,60075,1682,1110,572,82389.54,1541.04,48.98307967,53.46359601,366141,38813,334,127,22805.49,424.45,68.27991018,53.72950878,5625909,13921,689,392,52717.59,988.7,76.51319303,53.32010721,1128874,5326,445712,2015,87,53,6866.46,127.89,49.04614286,53.6903589
7/30/2015,2106,7268631,61947,2047,1296,751,100601.7,1871.61,49.14592086,53.75142257,390001,41266,416,172,28960.25,540.68,69.61598558,53.56264334,5377951,13651,788,508,63681.91,1182.68,80.8146066,53.84542733,1064991,5019,435688,2011,92,71,7959.54,148.25,48.83153374,53.68998314
7/31/2015,2522,7146490,75555,2357,1509,848,115531.42,2156.22,49.01630038,53.58053445,391244,43056,569,178,36804.1,689.72,64.68207381,53.36092907,5302528,19531,825,583,68790.66,1282.71,83.38261818,53.62916014,1032210,10201,420508,2767,115,87,9936.66,183.79,49.19138614,54.06529191
8/1/2015,2062,6398302,61965,1892,1197,695,92952.53,1729.83,49.12924419,53.73506645,362494,40206,438,178,30533.65,566.58,69.71152968,53.89115394,4640130,12679,637,458,53609.61,997.24,84.15951334,53.75798203,912319,6339,483359,2741,122,59,8809.27,166.01,48.67,53.0646949
8/2/2015,2117,7051059,64439,1992,1443,549,97924.85,1834.05,49.15906124,53.39268286,378970,41071,433,137,28005.2,526.21,64.67713626,53.22057734,5106778,13402,880,370,61364.1,1149.1,69.73193182,53.40187973,1083175,7095,482136,2871,130,42,8555.55,158.74,49.74156977,53.89662341
8/3/2015,2729,8436158,71968,2550,1794,756,125214.36,2344.08,49.10367059,53.41727245,436701,46780,532,174,34729.64,651.46,65.2812782,53.31047186,6111797,14638,1098,518,79387.96,1482.78,72.30233151,53.53994524,1271698,7598,615962,2952,164,64,11096.76,209.84,48.67,52.88200534
8/4/2015,2441,8105475,69346,2258,1502,756,110502.45,2069.6,48.93819752,53.3931436,417861,44012,489,152,31381.78,591.9,64.17541922,53.01871938,5993057,14392,873,518,67963.27,1271.28,77.850252,53.46050437,1131297,8066,563260,2876,140,86,11157.4,206.42,49.36902655,54.05193295
8/5/2015,2210,7941973,65260,2104,1378,726,103033.6,1926.94,48.97034221,53.47006134,398275,40430,474,140,30120.35,567.36,63.54504219,53.08860336,5863871,14534,782,479,61688.83,1151.81,78.88597187,53.55816498,1130661,7491,549166,2805,122,107,11224.42,207.77,49.0149345,54.02329499
8/6/2015,2324,8280247,66318,2183,1386,797,106852.2,1996.23,48.94741182,53.52699839,394170,40114,446,167,30019.02,564.53,67.30721973,53.17524312,5732310,14551,832,486,64515.68,1204.9,77.54288462,53.54442692,1639970,8814,513797,2839,108,144,12317.5,226.8,48.87896825,54.30996473
8/7/2015,2379,7918891,66560,2182,1313,869,106935.18,1990.25,49.00787351,53.72952142,398227,42043,427,206,31150.4,580.6,72.95175644,53.65208405,5343338,13258,779,495,62374.2,1162.91,80.06957638,53.63630891,1607218,8481,570108,2778,107,168,13410.58,246.74,48.76574545,54.35105779
8/8/2015,1797,6736891,63717,1668,1037,631,81760.82,1523.75,49.01727818,53.65763413,374289,39783,334,121,22408.15,419.23,67.09026946,53.4507311,4544370,12458,606,453,51778.5,963.75,85.44306931,53.72607004,1330811,8666,487421,2810,97,57,7574.17,140.77,49.18292208,53.80528522
8/9/2015,1696,7038066,61571,1588,1042,546,78077.86,1454.5,49.16741814,53.68020626,365931,37402,331,127,22580.49,421.63,68.21900302,53.55522615,4842410,13013,633,347,48117.88,896.91,76.01560821,53.64850431,1307057,8447,522668,2709,78,72,7379.49,135.96,49.1966,54.27691968
8/10/2015,2379,8747692,67962,2249,1422,827,110538.36,2056.17,49.15000445,53.75934869,398408,41604,466,179,31734.44,593.77,68.09965665,53.44567762,6002806,14445,838,570,69132.95,1283.62,82.4975537,53.8578006,1788499,8834,557979,3079,118,78,9670.97,178.78,49.34168367,54.09424992
8/11/2015,3353,8646543,67710,3063,2282,781,186926.32,3540.83,61.02720209,52.79166749,400375,40107,492,180,33022.2,619.08,67.11829268,53.34076371,5857859,14976,2092,491,126135.89,2393.65,60.29440249,52.69604579,1828167,9557,560142,3070,460,110,27768.23,528.1,48.71619298,52.5813861
8/12/2015,2210,8090264,67419,2185,1358,827,107054.86,1996.01,48.99535927,53.63443069,382980,39625,420,180,29596.95,551.4,70.46892857,53.67600653,5380813,14841,830,562,68064.6,1269.14,82.00554217,53.63048994,1749731,9847,576740,3106,108,85,9393.31,175.47,48.67,53.53228472
8/13/2015,2094,7784568,68346,2154,1379,775,105546.09,1970.51,49.00004178,53.56282891,387739,39547,406,179,28761.58,537.37,70.84133005,53.52286134,5346738,16994,848,474,64684.03,1209.5,76.27833726,53.4799752,1539493,8823,510598,2982,125,122,12100.48,223.64,48.98979757,54.10695761
8/14/2015,2572,7909400,70070,2443,1289,1154,120033,2215.64,49.13344249,54.17531729,403025,42544,330,230,27571.16,510.3,83.5489697,54.02931609,5147710,16834,858,782,80582.37,1486.86,93.91884615,54.19633994,1836006,7826,522659,2866,101,142,11879.47,218.48,48.88670782,54.37326071
8/15/2015,1906,6829747,64860,1816,1024,792,89306.27,1651.6,49.17746145,54.07257811,365980,37293,309,154,22876.5,424.44,74.03398058,53.89807747,4430945,15387,642,548,58364.91,1080.24,90.91107477,54.02957676,1541621,9449,491201,2731,73,90,8064.86,146.92,49.47766871,54.89286687
8/16/2015,1702,7126378,67805,1647,984,663,81265.35,1501.77,49.34143898,54.11304661,372260,38512,269,150,20787.68,383.36,77.27762082,54.22495826,4735601,16015,629,445,52850.84,978.41,84.023593,54.01706851,1531352,10754,487165,2524,86,68,7626.83,140,49.52487013,54.47735714
8/17/2015,2252,8584562,74115,2164,1235,929,106533.06,1969.13,49.22969501,54.10158801,406883,43609,340,172,25313.99,469.24,74.45291176,53.94678629,5686097,17373,798,625,69994.65,1293.87,87.71259398,54.09712722,1943830,10068,547752,3065,97,132,11224.42,206.02,49.0149345,54.4821862
8/18/2015,2027,8294645,72151,1910,1130,780,93617.95,1740.8,49.01463351,53.7786937,399644,42232,312,137,21984.48,412.47,70.46307692,53.29958542,5553642,18300,732,562,63373.93,1177.02,86.5764071,53.84269596,1814181,8534,527178,3085,86,81,8259.54,151.31,49.45832335,54.58687463
8/19/2015,2183,8400033,70148,2104,1349,755,103296.9,1924.91,49.09548479,53.6632362,390154,40593,381,132,25283.67,472.98,66.36133858,53.45610808,5486389,17933,832,514,65878.44,1229.26,79.18081731,53.59194963,1940307,8642,583183,2980,136,109,12134.79,222.67,49.5297551,54.49674406
8/20/2015,1951,8096933,70182,1859,1069,790,91135.78,1692.16,49.02408822,53.85766121,393689,41989,322,163,23920.91,444.49,74.28854037,53.81653131,5439845,17727,655,551,58985.65,1095.07,90.05442748,53.86473011,1708851,7636,554548,2830,92,76,8229.22,152.6,48.98345238,53.92673657
8/21/2015,2118,7141249,69051,1939,1156,783,95240.02,1767.85,49.11811243,53.8733603,392165,44225,378,184,27563.18,515.4,72.91846561,53.47920062,4873704,15243,697,507,59230.6,1096.27,84.97934003,54.02920813,1422831,6966,452549,2617,81,92,8446.24,156.18,48.82219653,54.08016391
8/22/2015,1594,5959365,64697,1493,844,649,73296.23,1357.99,49.09325519,53.97405725,371034,41238,272,165,21584.75,399.23,79.35569853,54.06595196,4166197,14570,501,424,45230.39,839.82,90.28021956,53.85724322,1013482,6397,408652,2492,71,60,6481.09,118.94,49.47396947,54.49041534
8/23/2015,1605,6456011,66549,1461,896,565,72028.42,1333.79,49.3007666,54.00281903,376568,41180,283,136,20656.03,384.34,72.9895053,53.74415882,4585583,15874,555,376,45970.02,848.82,82.82886486,54.15755991,1069082,6986,424778,2509,58,53,5402.37,100.63,48.67,53.68548147
8/24/2015,2000,7411547,68548,1783,985,798,87252.55,1620.16,48.93581043,53.85427982,393564,43331,320,162,23616.92,441.74,73.802875,53.46339476,5143567,15277,593,580,57300.55,1062.02,96.62824621,53.95430406,1425153,7288,449263,2652,72,56,6335.08,116.4,49.4928125,54.42508591
8/25/2015,2145,6900620,64736,2022,1280,742,99147.98,1848.74,49.0346093,53.6300291,404591,39229,357,143,24624.63,459.99,68.97655462,53.53296811,4910056,16412,843,502,65908.76,1229.16,78.18358244,53.62097693,1123956,6619,462017,2476,80,97,8614.59,159.59,48.67,53.97950999
8/26/2015,2354,6814462,61821,2099,1283,816,102763.92,1915.94,48.95851358,53.63629341,428938,40270,346,156,24669.31,460.96,71.29858382,53.51724662,4890083,15135,844,593,70281.08,1309.27,83.2714218,53.67959244,1054554,4169,440887,2247,93,67,7813.53,145.71,48.8345625,53.62384188
8/27/2015,2272,6422073,68210,2029,1204,825,99120.05,1849.51,48.8516757,53.5926002,447944,45600,408,148,27244.83,512.28,66.77654412,53.18347388,4379018,14404,721,588,63893.34,1189.3,88.6176699,53.7234844,1170033,6074,425078,2132,75,89,7981.88,147.93,48.67,53.95714189
8/28/2015,2405,6503188,60508,2099,1296,803,102737.59,1916.85,48.94596951,53.59709419,429042,38898,400,200,29386.31,550,73.465775,53.42965455,4403977,14081,811,547,66436.15,1238.23,81.91880395,53.65412726,1217629,5461,452540,2068,85,56,6915.13,128.62,49.04347518,53.76403359
8/29/2015,1878,5838650,70168,1632,1105,527,79877.05,1497.19,48.94427083,53.35131146,452109,45723,422,130,27076.48,509.78,64.16227488,53.1140492,3951840,15465,626,350,47712.56,892.94,76.21814696,53.43310861,1068096,7026,366605,1954,57,47,5088.01,94.47,48.92317308,53.85847359
8/30/2015,2018,6167832,65851,1752,1188,564,85770.11,1607.4,48.95554224,53.35953092,424946,37706,328,115,21692.46,408.37,66.13554878,53.11962191,4192300,17824,782,406,58162.25,1088.3,74.37627877,53.44321419,1178758,8433,371828,1888,78,43,5915.4,110.73,48.88760331,53.4218369
8/31/2015,2722,7394122,72812,2322,1411,911,113801.64,2118.91,49.01018088,53.7076327,450375,42624,385,160,26683.13,501.1,69.30683117,53.24911195,4989266,18802,898,660,76407.12,1418.32,85.08587973,53.87156636,1592118,9378,362363,2008,128,91,10711.39,199.49,48.91045662,53.69386937
9/1/2015,2118,7014255,72285,2399,1432,967,117786.2,2187.37,49.09804085,53.84832013,450061,43957,387,197,28765.57,535.17,74.32963824,53.75034101,5024646,19487,948,669,79383.97,1473.15,83.73836498,53.88722805,972865,6433,566683,2408,97,101,9636.66,179.05,48.67,53.82105557
9/2/2015,1962,7416203,69543,2236,1305,931,110037.3,2036.67,49.21167263,54.02804578,458143,43666,376,168,27029.41,499.6,71.88672872,54.10210168,5484656,17439,841,653,73292.24,1358.65,87.14891795,53.94490119,972207,5970,501197,2468,88,110,9715.65,178.42,49.06893939,54.45381684
9/3/2015,2247,7609437,74425,2539,1568,971,124652.66,2318.69,49.0951792,53.75995066,475017,48261,467,199,32703.85,612.11,70.02965739,53.42806032,5606127,17927,987,650,80436.36,1493.28,81.49580547,53.8655577,1033896,5873,494397,2364,114,122,11512.45,213.3,48.7815678,53.97304266
9/4/2015,2140,7056156,68730,2443,1302,1141,119769.7,2216.55,49.02566517,54.03428752,465251,44044,377,204,28566.9,531.86,75.77427056,53.71131501,5214662,17828,824,806,79858.7,1475.78,96.91589806,54.1128759,846688,4522,529555,2336,101,131,11344.1,208.91,48.89698276,54.3013738
9/5/2015,1579,6259578,61015,1794,1000,794,87866.91,1630.78,48.9782107,53.88029655,428652,38433,305,167,23235.54,431.99,76.18209836,53.7872173,4626923,16822,627,581,59082.99,1094.85,94.23124402,53.96446089,733484,3646,470519,2114,68,46,5548.38,103.94,48.67,53.38060419
9/6/2015,1311,6224275,61514,1524,860,664,74673.35,1386.08,48.99826115,53.8737663,416895,36002,243,148,19161.62,357.18,78.85440329,53.64695672,4564095,19148,569,456,50229.04,931.58,88.27599297,53.91811761,777421,4210,465864,2154,48,60,5282.69,97.32,48.9137963,54.28164817
9/7/2015,1569,6816040,65697,1790,1008,782,88014.52,1627.86,49.17012291,54.06762252,443491,39294,297,130,20966.4,392.28,70.59393939,53.44753747,5032435,19572,652,590,61080.06,1126.18,93.68107362,54.23649861,885957,4738,454157,2093,59,62,5968.06,109.4,49.32280992,54.55265082
9/8/2015,2068,7568264,67293,2308,1292,1016,113436.22,2098.4,49.14914211,54.058435,452518,42360,368,194,27563.18,514.7,74.89994565,53.55193316,5455787,18914,849,693,75918.03,1400.97,89.42053004,54.18961862,1210650,4087,449309,1932,75,129,9955.01,182.73,48.79906863,54.4793411
9/9/2015,1969,6745345,69305,2214,1335,879,108729.59,2019.63,49.11002258,53.83639082,470586,44292,389,171,27597.49,514.43,70.94470437,53.64673522,4738315,18498,871,644,74261.65,1379.02,85.26021814,53.85103189,992913,4593,543531,1922,75,64,6870.45,126.18,49.42769784,54.44959582
9/10/2015,1877,6515168,66134,2145,1044,1101,105029.07,1939.23,48.9646014,54.16019245,466078,44516,323,215,26395.1,490.67,81.71857585,53.79399596,4073194,16033,647,787,70135.07,1292.87,108.4004173,54.24758096,1468961,3679,506935,1906,74,99,8498.9,155.69,49.1265896,54.58860556
9/11/2015,1624,5636640,62025,1887,967,920,92393.22,1709.38,48.96302067,54.05072014,442798,42228,306,191,24425.96,453.81,79.82339869,53.82419955,3678103,15795,598,613,59202.67,1095.43,99.0011204,54.04514209,977559,2231,538180,1771,63,116,8764.59,160.14,48.96418994,54.73079805
9/12/2015,1266,5200342,60826,1457,745,712,71333.47,1319.74,48.95914207,54.05115402,434333,40184,221,155,18431.57,342.59,83.40076923,53.80066552,3298733,16358,477,505,48057.24,887.73,100.7489308,54.13497347,1032575,2651,434701,1633,47,52,4844.66,89.42,48.9359596,54.17870722
9/13/2015,1206,5378961,57112,1359,732,627,66721.79,1233.57,49.09623988,54.08836953,427082,38694,198,129,15994.08,298.35,80.77818182,53.60844646,3477823,14352,481,431,44808.32,827.11,93.15659044,54.17455961,1034196,2443,439860,1623,53,67,5919.39,108.11,49.32825,54.75339932
9/14/2015,1479,6074882,59960,1715,774,941,84522.25,1546.23,49.28411079,54.66343946,448837,41443,206,174,18705.24,345.02,90.80213592,54.21494406,4310792,14258,515,704,60171.29,1096.58,116.8374563,54.87177406,1412278,2322,541339,1937,53,63,5645.72,104.63,48.67,53.9589028
9/15/2015,1503,6953678,62388,1707,829,878,83843.26,1543.12,49.11731693,54.33359687,422504,41248,221,176,19611.62,360.86,88.74036199,54.34689353,4640972,16902,545,629,57559.86,1059.53,105.614422,54.32584259,1371853,2320,518349,1918,63,73,6671.78,122.73,49.05720588,54.36144382
9/16/2015,1535,7078330,62487,1708,827,881,83891.93,1543.85,49.11705504,54.33943064,408433,39263,221,147,18173.86,335.63,82.23466063,54.14849686,4396904,18077,551,623,57612.52,1059.95,104.5599274,54.35399783,1726231,3345,546762,1802,55,111,8105.55,148.27,48.82861446,54.66749848
9/17/2015,1594,6686209,63661,1789,925,864,87702.55,1621.18,49.02322527,54.09797185,413734,40042,241,161,19644.33,366.61,81.51174274,53.58372658,4170390,18130,607,610,59731.66,1101.28,98.4047117,54.23839532,1625421,3673,476664,1816,77,93,8326.56,153.29,48.97976471,54.3190032
9/18/2015,1614,6584151,62978,1747,943,804,85421.44,1585.9,48.89607327,53.86306829,411393,41073,236,147,18798.59,349.73,79.65504237,53.75172276,4100202,15646,638,570,59030.33,1095.62,92.52402821,53.87847064,1592735,4327,479821,1932,69,87,7592.52,140.55,48.67,54.02006403
9/19/2015,1269,5625973,61057,1339,756,583,65590.41,1217.85,48.98462285,53.85754403,442977,39184,188,127,15436.37,287.21,82.10835106,53.74593503,3594144,15448,504,391,43796.62,813.93,86.89805556,53.80882877,1116484,4537,472368,1888,64,65,6357.42,116.71,49.28232558,54.47193899
9/20/2015,1079,5809577,61374,1117,657,460,54890.99,1017.78,49.14144136,53.93207766,403019,38712,179,87,13130.53,243.95,73.3549162,53.82467719,3826430,15949,418,331,36769.79,680.89,87.96600478,54.00254079,1129619,4841,450509,1872,60,42,4990.67,92.94,48.92813725,53.697762
9/21/2015,1709,6852563,65156,1789,869,920,87834.2,1617.26,49.09681386,54.31050048,417640,40676,251,166,20506.03,380.36,81.69733068,53.91216216,4288886,17382,553,664,59784.32,1097.5,108.1090778,54.47318451,1666249,4996,479788,2102,65,90,7543.85,139.4,48.67,54.11657102
9/22/2015,1622,6890086,62761,1666,833,833,81637.15,1507.73,49.00189076,54.14573564,409114,38654,231,151,18749.92,348.51,81.16848485,53.80023529,4244996,17489,520,617,55601.09,1025.59,106.9251731,54.21375988,1733796,4405,502180,2213,82,65,7286.14,133.63,49.56557823,54.52473247
9/23/2015,1850,11671893,69445,1881,837,1044,92285.51,1695.06,49.06194046,54.4438014,399718,38556,196,176,18421.2,337.36,93.98571429,54.60398387,4165987,17969,558,795,66192.8,1216.17,118.6250896,54.42725935,6631856,10752,474332,2168,83,73,7671.51,141.53,49.17634615,54.20412633
9/24/2015,1710,9403405,74889,1758,917,841,86193.78,1593.65,49.02945392,54.08576538,403702,40269,271,180,22187.14,411.34,81.87136531,53.93868819,3932022,20648,585,582,57166.51,1056.24,97.72052991,54.12265205,4591828,11944,475853,2028,61,79,6840.13,126.07,48.85807143,54.25660347
9/25/2015,1801,8183536,67302,1923,984,939,94224.33,1741.89,48.99861154,54.09315743,408383,40533,306,185,24160.27,448.59,78.95513072,53.85824472,3408045,16801,607,672,62564.89,1155.22,103.0723064,54.15842004,3898309,8107,468799,1861,71,82,7499.17,138.08,49.01418301,54.31032735
9/26/2015,1273,7422138,63042,1334,701,633,65584.03,1209.65,49.16344078,54.21736039,366689,37139,208,164,18394.87,338.2,88.436875,54.39050857,2932271,16235,430,426,42030.14,774.82,97.74451163,54.24503756,3717322,7877,405856,1791,63,43,5159.02,96.63,48.67,53.38942357
9/27/2015,1258,7059400,61175,1301,712,589,64083.24,1181.71,49.25691007,54.22924406,370499,37178,177,148,16133.71,295.14,91.15090395,54.66459985,3209304,14291,471,389,42251.15,781.17,89.7052017,54.08701051,3085789,7892,393808,1814,64,52,5698.38,105.4,49.12396552,54.06432638
9/28/2015,1783,10690081,75762,1854,848,1006,90866.1,1672.34,49.01084142,54.33470467,410106,41509,252,212,22767.19,421.32,90.34599206,54.03776227,3588995,15959,518,706,59967.03,1101.14,115.7664672,54.45904245,6289029,16415,401951,1879,78,88,8131.88,149.88,48.98722892,54.25593808
9/29/2015,1803,8001576,69952,1851,947,904,90562.11,1676.66,48.92604538,54.01340164,404860,41004,228,131,17709.5,328.29,77.67324561,53.94468305,3404085,18322,641,697,65357.43,1208.93,101.9616693,54.06221204,3810828,8395,381803,2231,78,76,7495.18,139.44,48.67,53.75200803
9/30/2015,1871,8004181,72807,1920,986,934,94025.66,1739.42,48.97169792,54.05575422,424129,43042,247,191,21554.43,398.35,87.26489879,54.10927576,3738844,18176,648,660,63976.32,1183.32,98.72888889,54.06510496,3459982,9066,381226,2523,91,83,8494.91,157.75,48.82132184,53.85045959
10/1/2015,2221,8269980,74189,2344,1280,1064,114819.72,2128.88,48.98452218,53.93433167,440117,46546,376,204,28465.57,530.92,75.70630319,53.61555413,3368014,15501,750,730,72505.54,1340.1,96.67405333,54.10457429,4029707,9415,432142,2727,154,130,13848.61,257.86,48.76271127,53.7059257
10/2/2015,2198,6966879,71349,2280,1324,956,111599.52,2076.28,48.94715789,53.74974474,438507,46792,404,217,30408.38,568.55,75.26826733,53.48409111,2844274,13498,772,602,67241.2,1249.42,87.1,53.81793152,3206278,8495,477820,2564,148,137,13949.94,258.31,48.94715789,54.00464558
10/3/2015,1447,5787720,65770,1500,870,630,73873.89,1365.9,49.24926,54.08440589,414248,42711,286,173,22681.82,419.35,79.30706294,54.08804102,2543284,12729,489,358,41723.76,771.12,85.32466258,54.10799876,2413469,7886,416719,2444,95,99,9468.31,175.43,48.80572165,53.97201163
10/4/2015,1224,5580769,62327,1273,721,552,62457.18,1157.98,49.06298507,53.93632014,396889,40986,190,112,14987.97,276.04,78.88405263,54.29637009,2542280,11947,449,355,39341.32,730.91,87.61986637,53.82512211,2301798,7829,339802,1565,82,85,8127.89,151.03,48.67,53.81639409
10/5/2015,1769,8484419,68563,1835,917,918,90231,1660.64,49.17220708,54.33507563,403863,43286,260,191,22134.48,410.57,85.13261538,53.91158633,2773255,14149,543,579,55318.65,1014.15,101.8759669,54.5468126,4870187,9397,437114,1731,114,148,12777.87,235.92,48.77049618,54.16187691
10/6/2015,1539,8462092,64781,1610,822,788,78727.32,1458.24,48.89895652,53.98790323,409478,41254,227,158,18869.6,350.84,83.12599119,53.78406111,2904082,12923,492,534,50146.06,927.06,101.9228862,54.09149354,4743164,8383,405368,2221,103,96,9711.66,180.34,48.80231156,53.85194632
10/7/2015,1567,8431199,66539,1634,789,845,80185.03,1476.81,49.07284578,54.29610444,420544,40681,225,171,19352.31,360.27,86.01026667,53.71612957,3117698,14505,478,579,51944.46,953.05,108.6704184,54.50339437,4479160,8801,413797,2552,86,95,8888.26,163.49,49.10640884,54.36577161
10/8/2015,1649,8193323,63073,1705,882,823,83614.27,1545.09,49.04062757,54.11611621,438274,40965,270,181,22002.83,411.27,81.49196296,53.49972038,2634559,11042,506,528,50825.05,935,100.4447628,54.35834225,4664353,8300,456137,2766,106,114,10786.39,198.82,49.02904545,54.25203702
10/9/2015,1761,9654818,64299,1828,1000,828,89521.69,1660.36,48.97247812,53.91703606,421458,42439,349,188,26320.1,491.62,75.41575931,53.5374883,2563213,8891,523,525,51295.79,948.37,98.0799044,54.08837268,6212825,10107,457322,2862,128,115,11905.8,220.37,48.99506173,54.02641013
10/10/2015,1176,7063218,62580,1216,699,517,59551.34,1106.85,48.97314145,53.80253874,379287,36232,210,122,16369.08,303.54,77.948,53.92725835,2185078,12876,380,328,34537.35,642.56,90.88776316,53.74961093,4050752,10598,448101,2874,109,67,8644.91,160.75,49.11880682,53.77860031
10/11/2015,1114,6218115,57702,1163,703,460,57077.15,1061.02,49.07751505,53.79460331,380743,35213,214,112,16182.38,298.6,75.61859813,54.19417281,2223363,10147,397,282,33204.91,618.52,83.63957179,53.68445644,3151644,9536,462365,2806,92,66,7689.86,143.9,48.67,53.43891591
10/12/2015,1455,8381012,61249,1499,826,673,73482.93,1361.95,49.02130087,53.95420537,411833,39331,266,132,19423.32,364.88,73.02,53.2320763,2998427,9491,459,474,45883.05,843.84,99.9630719,54.37411121,4488127,9238,482625,3189,101,67,8176.56,153.23,48.67,53.36135222
10/13/2015,1774,7874414,65749,1832,997,835,89611.05,1663.63,48.9143286,53.86477161,419129,37700,294,191,23710.27,442.53,80.64717687,53.57889861,3460221,15318,589,535,54968.38,1019.11,93.3249236,53.93763186,3523218,9711,471846,3020,114,109,10932.4,201.99,49.02421525,54.12347146
10/14/2015,1645,10251600,69010,1697,930,767,83277.57,1541.49,49.07340601,54.02407411,433076,39019,251,182,21232.09,394.28,84.59,53.85028406,3888342,16363,568,490,51966.8,960.22,91.49084507,54.11968091,5452407,10835,477775,2793,111,95,10078.68,186.99,48.92563107,53.89956682
10/15/2015,1698,11787469,74428,1760,917,843,86264.79,1595.39,49.01408523,54.07128664,451613,46139,276,202,23422.24,435.18,84.86318841,53.82195873,3797100,13248,531,508,50857.76,941.1,95.7773258,54.04076081,7033566,12206,505190,2835,110,133,11984.79,219.11,49.32012346,54.69759482
10/16/2015,1794,9575821,68495,1862,952,910,91334.45,1686.58,49.05179914,54.15364228,418571,42384,304,210,25358.67,468.46,83.41667763,54.13198566,3681776,11170,557,594,56387.79,1040.36,101.2348115,54.20026722,5018086,12253,457388,2688,91,106,9587.99,177.76,48.67,53.93783753
10/17/2015,1248,10099371,70073,1302,736,566,64131.91,1184.26,49.25645929,54.1535727,386846,37780,263,177,21836.08,401.21,83.02692015,54.42556267,3142934,14497,387,330,35212.35,650.88,90.9879845,54.09960361,6119273,15111,450318,2685,86,59,7083.48,132.17,48.85158621,53.59370508
