Freq,Success,Trials,Group
6308,0,6308,TF
6310,0,0,Roku
6310,0,6310,TF
6319,0,6319,Roku
6319,0,0,TF
6320,0,6320,Roku
6320,0,0,TF
6322,0,0,Roku
6322,0,12644,TF
6329,0,0,Roku
6329,0,6329,TF
6331,0,0,Roku
6331,0,6331,TF
6334,0,0,Roku
6334,0,6334,TF
6335,0,0,Roku
6335,0,6335,TF
6336,0,0,Roku
6336,0,6336,TF
6338,0,0,Roku
6338,0,6338,TF
6343,0,0,Roku
6343,0,6343,TF
6346,0,0,Roku
6346,0,6346,TF
6350,0,6350,Roku
6350,0,6350,TF
6352,0,0,Roku
6352,0,6352,TF
6353,0,0,Roku
6353,0,6353,TF
6354,0,6354,Roku
6354,0,0,TF
6367,0,0,Roku
6367,0,6367,TF
6371,0,0,Roku
6371,0,12742,TF
6372,0,0,Roku
6372,0,6372,TF
6373,0,0,Roku
6373,0,6373,TF
6374,0,0,Roku
6374,0,19122,TF
6380,0,0,Roku
6380,0,6380,TF
6385,0,0,Roku
6385,0,6385,TF
6390,0,0,Roku
6390,0,6390,TF
6392,0,0,Roku
6392,0,6392,TF
6394,0,0,Roku
6394,0,6394,TF
6398,0,0,Roku
6398,0,6398,TF
6399,0,0,Roku
6399,0,6399,TF
6405,0,0,Roku
6405,0,12810,TF
6406,0,6406,Roku
6406,0,0,TF
6409,0,0,Roku
6409,0,6409,TF
6412,0,0,Roku
6412,0,6412,TF
6413,0,0,Roku
6413,0,6413,TF
6414,0,0,Roku
6414,0,6414,TF
6415,0,0,Roku
6415,0,6415,TF
6418,0,0,Roku
6418,0,6418,TF
6419,0,0,Roku
6419,0,6419,TF
6428,0,0,Roku
6428,0,6428,TF
6430,0,0,Roku
6430,0,6430,TF
6437,0,0,Roku
6437,0,6437,TF
6438,0,0,Roku
6438,0,6438,TF
6439,0,0,Roku
6439,0,6439,TF
6440,0,0,Roku
6440,0,6440,TF
6442,0,0,Roku
6442,0,32210,TF
6447,0,6447,Roku
6447,0,0,TF
6454,0,0,Roku
6454,0,12908,TF
6460,0,0,Roku
6460,0,6460,TF
6462,0,0,Roku
6462,0,6462,TF
6465,0,0,Roku
6465,0,6465,TF
6466,0,0,Roku
6466,0,6466,TF
6470,0,6470,Roku
6470,0,0,TF
6473,0,6473,Roku
6473,0,6473,TF
6479,0,0,Roku
6479,0,6479,TF
6482,0,0,Roku
6482,0,6482,TF
6484,0,0,Roku
6484,1,12968,TF
6485,0,0,Roku
6485,0,12970,TF
6486,0,0,Roku
6486,0,6486,TF
6496,0,0,Roku
6496,0,6496,TF
6498,0,0,Roku
6498,0,6498,TF
6503,0,0,Roku
6503,0,6503,TF
6504,0,0,Roku
6504,0,13008,TF
6509,0,0,Roku
6509,0,6509,TF
6518,0,0,Roku
6518,0,6518,TF
6521,0,0,Roku
6521,0,6521,TF
6522,0,0,Roku
6522,0,6522,TF
6528,0,0,Roku
6528,0,6528,TF
6531,0,0,Roku
6531,0,6531,TF
6547,0,0,Roku
6547,0,6547,TF
6553,0,6553,Roku
6553,0,0,TF
6556,0,0,Roku
6556,0,6556,TF
6567,0,0,Roku
6567,0,6567,TF
6568,0,0,Roku
6568,0,6568,TF
6569,0,0,Roku
6569,0,6569,TF
6571,0,0,Roku
6571,0,6571,TF
6573,0,6573,Roku
6573,0,13146,TF
6577,0,0,Roku
6577,0,6577,TF
6579,0,0,Roku
6579,0,6579,TF
6583,0,0,Roku
6583,0,6583,TF
6584,0,0,Roku
6584,0,6584,TF
6585,0,0,Roku
6585,0,6585,TF
6588,0,0,Roku
6588,0,6588,TF
6589,0,0,Roku
6589,0,6589,TF
6593,0,0,Roku
6593,0,6593,TF
6594,0,0,Roku
6594,0,13188,TF
6602,0,0,Roku
6602,0,6602,TF
6604,0,0,Roku
6604,0,6604,TF
6615,0,0,Roku
6615,0,6615,TF
6619,0,0,Roku
6619,0,19857,TF
6620,0,0,Roku
6620,0,6620,TF
6621,0,0,Roku
6621,0,6621,TF
6624,0,0,Roku
6624,0,6624,TF
6634,0,0,Roku
6634,0,6634,TF
6635,0,0,Roku
6635,0,6635,TF
6637,0,0,Roku
6637,0,6637,TF
6643,0,0,Roku
6643,0,6643,TF
6645,0,6645,Roku
6645,0,13290,TF
6646,0,0,Roku
6646,0,13292,TF
6650,0,6650,Roku
6650,0,0,TF
6655,0,0,Roku
6655,0,13310,TF
6660,0,0,Roku
6660,0,6660,TF
6664,0,0,Roku
6664,0,6664,TF
6665,0,0,Roku
6665,0,6665,TF
6668,0,0,Roku
6668,0,6668,TF
6670,0,0,Roku
6670,0,6670,TF
6682,0,6682,Roku
6682,0,6682,TF
6686,0,0,Roku
6686,0,6686,TF
6698,0,0,Roku
6698,0,6698,TF
6705,0,0,Roku
6705,0,6705,TF
6720,0,0,Roku
6720,0,6720,TF
6725,0,0,Roku
6725,0,20175,TF
6732,0,0,Roku
6732,0,6732,TF
6735,0,0,Roku
6735,0,6735,TF
6737,0,0,Roku
6737,0,6737,TF
6741,0,0,Roku
6741,0,6741,TF
6765,0,0,Roku
6765,0,13530,TF
6768,0,0,Roku
6768,0,6768,TF
6770,0,0,Roku
6770,0,6770,TF
6784,0,0,Roku
6784,0,6784,TF
6789,0,0,Roku
6789,0,6789,TF
6791,0,0,Roku
6791,0,6791,TF
6792,0,0,Roku
6792,0,13584,TF
6793,0,6793,Roku
6793,0,0,TF
6794,0,0,Roku
6794,0,6794,TF
6799,0,0,Roku
6799,0,6799,TF
6820,0,6820,Roku
6820,0,6820,TF
6822,0,0,Roku
6822,0,6822,TF
6823,0,0,Roku
6823,0,13646,TF
6825,0,0,Roku
6825,0,13650,TF
6827,0,0,Roku
6827,0,6827,TF
6828,0,0,Roku
6828,0,6828,TF
6829,0,0,Roku
6829,0,6829,TF
6836,0,0,Roku
6836,0,6836,TF
6838,0,0,Roku
6838,0,6838,TF
6841,0,0,Roku
6841,0,6841,TF
6845,0,0,Roku
6845,0,6845,TF
6846,0,0,Roku
6846,0,6846,TF
6847,0,0,Roku
6847,0,6847,TF
6850,0,0,Roku
6850,0,6850,TF
6855,0,0,Roku
6855,0,6855,TF
6859,0,0,Roku
6859,0,13718,TF
6860,0,0,Roku
6860,0,13720,TF
6861,0,0,Roku
6861,0,6861,TF
6866,0,0,Roku
6866,0,6866,TF
6867,0,0,Roku
6867,0,6867,TF
6868,0,0,Roku
6868,0,6868,TF
6875,0,0,Roku
6875,0,6875,TF
6881,0,0,Roku
6881,0,6881,TF
6884,0,0,Roku
6884,0,6884,TF
6890,0,0,Roku
6890,0,6890,TF
6893,0,0,Roku
6893,0,6893,TF
6894,0,0,Roku
6894,0,6894,TF
6895,0,0,Roku
6895,0,6895,TF
6896,0,0,Roku
6896,0,6896,TF
6901,0,0,Roku
6901,0,6901,TF
6906,0,0,Roku
6906,0,6906,TF
6907,0,0,Roku
6907,0,6907,TF
6908,0,0,Roku
6908,0,13816,TF
6910,0,0,Roku
6910,0,6910,TF
6911,0,0,Roku
6911,0,13822,TF
6917,0,0,Roku
6917,0,6917,TF
6918,0,0,Roku
6918,0,6918,TF
6920,0,0,Roku
6920,0,6920,TF
6926,0,0,Roku
6926,0,6926,TF
6933,0,0,Roku
6933,0,6933,TF
6949,0,6949,Roku
6949,0,0,TF
6953,0,0,Roku
6953,0,6953,TF
6956,0,0,Roku
6956,0,13912,TF
6958,0,0,Roku
6958,0,6958,TF
6960,0,0,Roku
6960,0,6960,TF
6971,0,0,Roku
6971,0,6971,TF
6973,0,0,Roku
6973,0,6973,TF
6975,0,0,Roku
6975,0,13950,TF
6976,0,6976,Roku
6976,0,6976,TF
6977,0,0,Roku
6977,0,6977,TF
6979,0,0,Roku
6979,0,6979,TF
6982,0,0,Roku
6982,0,13964,TF
6984,0,0,Roku
6984,0,6984,TF
6990,0,0,Roku
6990,0,6990,TF
6991,0,0,Roku
6991,0,6991,TF
6992,0,0,Roku
6992,0,6992,TF
6993,0,0,Roku
6993,0,6993,TF
6994,0,0,Roku
6994,0,6994,TF
6996,0,0,Roku
6996,0,6996,TF
7002,0,0,Roku
7002,0,7002,TF
7012,0,0,Roku
7012,0,7012,TF
7013,0,7013,Roku
7013,0,0,TF
7020,0,0,Roku
7020,0,7020,TF
7021,0,0,Roku
7021,0,14042,TF
7022,0,7022,Roku
7022,0,0,TF
7030,0,0,Roku
7030,0,7030,TF
7047,0,0,Roku
7047,0,7047,TF
7048,0,0,Roku
7048,0,7048,TF
7053,0,0,Roku
7053,0,14106,TF
7060,0,0,Roku
7060,0,7060,TF
7064,0,7064,Roku
7064,0,0,TF
7065,0,0,Roku
7065,0,7065,TF
7072,0,0,Roku
7072,0,7072,TF
7106,0,0,Roku
7106,0,7106,TF
7111,0,7111,Roku
7111,0,0,TF
7121,0,0,Roku
7121,0,7121,TF
7126,0,0,Roku
7126,0,7126,TF
7132,0,0,Roku
7132,0,7132,TF
7134,0,0,Roku
7134,0,14268,TF
7136,0,0,Roku
7136,0,14272,TF
7138,0,0,Roku
7138,0,7138,TF
7139,0,7139,Roku
7139,0,0,TF
7141,0,0,Roku
7141,0,14282,TF
7149,0,7149,Roku
7149,0,0,TF
7156,0,0,Roku
7156,0,7156,TF
7162,0,0,Roku
7162,0,7162,TF
7166,0,7166,Roku
7166,0,7166,TF
7168,0,0,Roku
7168,0,7168,TF
7169,0,0,Roku
7169,0,7169,TF
7171,0,0,Roku
7171,0,7171,TF
7172,0,0,Roku
7172,0,7172,TF
7180,0,0,Roku
7180,0,7180,TF
7181,0,0,Roku
7181,0,7181,TF
7186,0,0,Roku
7186,0,7186,TF
7193,0,0,Roku
7193,0,7193,TF
7196,0,0,Roku
7196,0,7196,TF
7198,0,0,Roku
7198,0,7198,TF
7202,0,0,Roku
7202,0,7202,TF
7203,0,0,Roku
7203,0,7203,TF
7208,0,0,Roku
7208,0,7208,TF
7210,0,7210,Roku
7210,0,7210,TF
7213,0,7213,Roku
7213,0,0,TF
7215,0,0,Roku
7215,0,7215,TF
7219,0,0,Roku
7219,0,7219,TF
7225,0,0,Roku
7225,0,7225,TF
7228,0,0,Roku
7228,0,7228,TF
7229,0,0,Roku
7229,0,7229,TF
7232,0,0,Roku
7232,0,7232,TF
7235,0,7235,Roku
7235,0,0,TF
7237,0,7237,Roku
7237,0,0,TF
7243,0,0,Roku
7243,0,7243,TF
7248,0,0,Roku
7248,0,7248,TF
7249,0,0,Roku
7249,0,7249,TF
7256,0,0,Roku
7256,0,7256,TF
7260,0,0,Roku
7260,0,14520,TF
7261,0,0,Roku
7261,0,7261,TF
7263,0,0,Roku
7263,0,7263,TF
7264,0,0,Roku
7264,0,7264,TF
7269,0,0,Roku
7269,0,7269,TF
7270,0,0,Roku
7270,0,7270,TF
7274,0,0,Roku
7274,0,7274,TF
7281,0,0,Roku
7281,0,7281,TF
7290,0,0,Roku
7290,0,7290,TF
7295,0,0,Roku
7295,0,7295,TF
7296,0,0,Roku
7296,0,7296,TF
7303,0,7303,Roku
7303,0,0,TF
7309,0,7309,Roku
7309,0,7309,TF
7314,0,0,Roku
7314,0,14628,TF
7315,0,0,Roku
7315,0,7315,TF
7318,0,0,Roku
7318,0,14636,TF
7326,0,0,Roku
7326,0,7326,TF
7331,0,0,Roku
7331,0,7331,TF
7334,0,0,Roku
7334,0,7334,TF
7336,0,0,Roku
7336,0,7336,TF
7339,0,0,Roku
7339,0,7339,TF
7342,0,0,Roku
7342,0,7342,TF
7343,0,0,Roku
7343,0,7343,TF
7345,0,0,Roku
7345,0,7345,TF
7346,0,0,Roku
7346,0,7346,TF
7347,0,0,Roku
7347,0,7347,TF
7351,0,0,Roku
7351,0,7351,TF
7358,0,0,Roku
7358,0,7358,TF
7359,0,0,Roku
7359,0,7359,TF
7360,0,0,Roku
7360,0,7360,TF
7363,0,0,Roku
7363,0,7363,TF
7369,0,0,Roku
7369,0,7369,TF
7378,0,0,Roku
7378,0,7378,TF
7381,0,0,Roku
7381,0,7381,TF
7383,0,0,Roku
7383,0,7383,TF
7385,0,7385,Roku
7385,0,0,TF
7393,0,0,Roku
7393,0,7393,TF
7395,0,0,Roku
7395,0,7395,TF
7404,0,7404,Roku
7404,0,7404,TF
7406,0,0,Roku
7406,0,7406,TF
7415,0,0,Roku
7415,0,7415,TF
7417,0,0,Roku
7417,0,7417,TF
7436,0,0,Roku
7436,0,7436,TF
7437,0,0,Roku
7437,0,7437,TF
7441,0,7441,Roku
7441,0,7441,TF
7443,0,0,Roku
7443,0,14886,TF
7448,0,0,Roku
7448,0,7448,TF
7452,0,0,Roku
7452,0,7452,TF
7453,0,0,Roku
7453,0,14906,TF
7455,0,0,Roku
7455,0,7455,TF
7457,0,7457,Roku
7457,0,0,TF
7460,0,0,Roku
7460,0,7460,TF
7463,0,0,Roku
7463,0,7463,TF
7467,0,0,Roku
7467,0,7467,TF
7475,0,0,Roku
7475,0,7475,TF
7479,0,0,Roku
7479,0,7479,TF
7487,0,0,Roku
7487,0,14974,TF
7491,0,0,Roku
7491,0,7491,TF
7495,0,0,Roku
7495,0,7495,TF
7496,0,0,Roku
7496,0,14992,TF
7503,0,0,Roku
7503,0,7503,TF
7507,0,0,Roku
7507,0,7507,TF
7517,0,0,Roku
7517,0,7517,TF
7520,0,7520,Roku
7520,0,0,TF
7523,0,0,Roku
7523,0,7523,TF
7524,0,0,Roku
7524,0,7524,TF
7540,0,0,Roku
7540,0,7540,TF
7549,0,0,Roku
7549,0,15098,TF
7566,0,0,Roku
7566,0,7566,TF
7568,0,0,Roku
7568,0,7568,TF
7572,0,0,Roku
7572,0,7572,TF
7581,0,7581,Roku
7581,0,0,TF
7584,0,0,Roku
7584,0,7584,TF
7592,0,0,Roku
7592,0,7592,TF
7593,0,7593,Roku
7593,0,0,TF
7600,0,0,Roku
7600,0,7600,TF
7606,0,0,Roku
7606,0,7606,TF
7619,0,0,Roku
7619,0,7619,TF
7624,0,0,Roku
7624,0,7624,TF
7643,0,0,Roku
7643,0,15286,TF
7647,0,0,Roku
7647,0,7647,TF
7652,0,0,Roku
7652,0,7652,TF
7653,0,0,Roku
7653,0,7653,TF
7655,0,0,Roku
7655,0,7655,TF
7664,0,7664,Roku
7664,0,0,TF
7665,0,0,Roku
7665,0,7665,TF
7671,0,0,Roku
7671,0,7671,TF
7672,0,0,Roku
7672,0,7672,TF
7681,0,0,Roku
7681,0,7681,TF
7682,0,0,Roku
7682,0,7682,TF
7683,0,0,Roku
7683,0,7683,TF
7690,0,0,Roku
7690,0,7690,TF
7693,0,0,Roku
7693,0,7693,TF
7694,0,0,Roku
7694,0,7694,TF
7697,0,0,Roku
7697,0,7697,TF
7701,0,0,Roku
7701,0,7701,TF
7703,0,0,Roku
7703,0,7703,TF
7705,0,0,Roku
7705,0,7705,TF
7707,0,0,Roku
7707,0,7707,TF
7713,0,0,Roku
7713,0,15426,TF
7714,0,0,Roku
7714,0,7714,TF
7716,0,0,Roku
7716,0,7716,TF
7717,0,0,Roku
7717,0,7717,TF
7719,0,0,Roku
7719,0,7719,TF
7721,0,7721,Roku
7721,0,0,TF
7722,0,0,Roku
7722,0,7722,TF
7731,0,0,Roku
7731,0,7731,TF
7732,0,0,Roku
7732,0,15464,TF
7735,0,0,Roku
7735,0,7735,TF
7746,0,0,Roku
7746,0,7746,TF
7754,0,0,Roku
7754,0,7754,TF
7759,0,0,Roku
7759,0,7759,TF
7765,0,0,Roku
7765,0,15530,TF
7766,0,0,Roku
7766,0,7766,TF
7767,0,7767,Roku
7767,0,0,TF
7770,0,0,Roku
7770,0,7770,TF
7771,0,0,Roku
7771,0,7771,TF
7776,0,0,Roku
7776,0,7776,TF
7778,0,0,Roku
7778,0,7778,TF
7784,0,0,Roku
7784,0,7784,TF
7792,0,0,Roku
7792,0,7792,TF
7798,0,0,Roku
7798,0,7798,TF
7813,0,0,Roku
7813,0,7813,TF
7815,0,7815,Roku
7815,0,0,TF
7819,0,0,Roku
7819,0,7819,TF
7821,0,0,Roku
7821,0,7821,TF
7826,0,0,Roku
7826,0,7826,TF
7829,0,0,Roku
7829,0,7829,TF
7832,0,0,Roku
7832,0,7832,TF
7840,0,0,Roku
7840,0,7840,TF
7844,0,0,Roku
7844,0,7844,TF
7847,0,0,Roku
7847,0,15694,TF
7857,0,0,Roku
7857,0,7857,TF
7858,0,0,Roku
7858,0,7858,TF
7862,0,7862,Roku
7862,0,15724,TF
7864,0,0,Roku
7864,0,7864,TF
7869,0,0,Roku
7869,0,7869,TF
7882,0,0,Roku
7882,0,7882,TF
7889,0,0,Roku
7889,0,7889,TF
7891,0,0,Roku
7891,0,7891,TF
7893,0,0,Roku
7893,0,7893,TF
7895,0,0,Roku
7895,0,7895,TF
7897,0,0,Roku
7897,0,7897,TF
7910,0,0,Roku
7910,0,7910,TF
7918,0,0,Roku
7918,0,7918,TF
7932,0,0,Roku
7932,0,7932,TF
7940,0,7940,Roku
7940,0,0,TF
7946,0,0,Roku
7946,0,7946,TF
7947,0,0,Roku
7947,0,7947,TF
7950,0,0,Roku
7950,0,7950,TF
7954,0,7954,Roku
7954,0,0,TF
7958,0,0,Roku
7958,0,7958,TF
7959,0,0,Roku
7959,0,7959,TF
7960,0,0,Roku
7960,0,15920,TF
7966,0,7966,Roku
7966,0,0,TF
7977,0,0,Roku
7977,0,7977,TF
7982,0,0,Roku
7982,0,7982,TF
7988,0,0,Roku
7988,0,7988,TF
7996,0,0,Roku
7996,0,7996,TF
7999,0,0,Roku
7999,0,7999,TF
8002,0,0,Roku
8002,0,8002,TF
8012,0,8012,Roku
8012,0,0,TF
8015,0,8015,Roku
8015,0,0,TF
8016,0,0,Roku
8016,0,8016,TF
8019,0,0,Roku
8019,0,16038,TF
8021,0,0,Roku
8021,0,8021,TF
8025,0,0,Roku
8025,0,8025,TF
8053,0,0,Roku
8053,0,8053,TF
8060,0,0,Roku
8060,0,8060,TF
8064,0,0,Roku
8064,0,8064,TF
8074,0,0,Roku
8074,0,8074,TF
8077,0,0,Roku
8077,0,8077,TF
8082,0,0,Roku
8082,0,8082,TF
8092,0,0,Roku
8092,0,8092,TF
8096,0,8096,Roku
8096,0,0,TF
8101,0,8101,Roku
8101,0,0,TF
8107,0,16214,Roku
8107,0,0,TF
8115,0,0,Roku
8115,0,8115,TF
8117,0,0,Roku
8117,0,8117,TF
8120,0,0,Roku
8120,0,8120,TF
8121,0,0,Roku
8121,0,8121,TF
8122,0,0,Roku
8122,0,8122,TF
8134,0,8134,Roku
8134,0,0,TF
8146,0,8146,Roku
8146,0,0,TF
8147,0,0,Roku
8147,0,8147,TF
8155,0,0,Roku
8155,0,8155,TF
8156,0,0,Roku
8156,0,8156,TF
8157,0,0,Roku
8157,0,8157,TF
8161,0,0,Roku
8161,0,8161,TF
8177,0,0,Roku
8177,0,16354,TF
8180,0,0,Roku
8180,0,8180,TF
8182,0,0,Roku
8182,0,8182,TF
8185,0,8185,Roku
8185,0,0,TF
8186,0,0,Roku
8186,0,8186,TF
8191,0,8191,Roku
8191,0,0,TF
8194,0,0,Roku
8194,0,8194,TF
8200,0,8200,Roku
8200,0,0,TF
8211,0,0,Roku
8211,0,8211,TF
8214,0,0,Roku
8214,0,8214,TF
8216,0,0,Roku
8216,0,8216,TF
8223,0,0,Roku
8223,0,8223,TF
8234,0,0,Roku
8234,0,8234,TF
8239,0,0,Roku
8239,0,8239,TF
8246,0,0,Roku
8246,0,8246,TF
8258,0,0,Roku
8258,0,8258,TF
8267,0,0,Roku
8267,0,8267,TF
8277,0,0,Roku
8277,0,8277,TF
8278,0,0,Roku
8278,0,8278,TF
8281,0,0,Roku
8281,0,8281,TF
8282,0,0,Roku
8282,0,8282,TF
8299,0,0,Roku
8299,0,8299,TF
8306,0,0,Roku
8306,0,16612,TF
8309,0,0,Roku
8309,0,8309,TF
8320,0,0,Roku
8320,0,8320,TF
8332,0,0,Roku
8332,0,8332,TF
8338,0,0,Roku
8338,0,8338,TF
8339,0,0,Roku
8339,0,8339,TF
8345,0,0,Roku
8345,0,16690,TF
8348,0,8348,Roku
8348,0,0,TF
8352,0,0,Roku
8352,0,8352,TF
8353,0,0,Roku
8353,0,8353,TF
8362,0,0,Roku
8362,0,8362,TF
8363,0,0,Roku
8363,0,8363,TF
8369,0,0,Roku
8369,0,8369,TF
8371,0,0,Roku
8371,0,8371,TF
8372,0,0,Roku
8372,0,8372,TF
8381,0,0,Roku
8381,0,8381,TF
8383,0,0,Roku
8383,0,8383,TF
8386,0,0,Roku
8386,0,8386,TF
8389,0,0,Roku
8389,0,8389,TF
8394,0,0,Roku
8394,0,8394,TF
8400,0,0,Roku
8400,0,8400,TF
8404,0,0,Roku
8404,0,8404,TF
8408,0,8408,Roku
8408,0,8408,TF
8412,0,0,Roku
8412,0,8412,TF
8430,0,0,Roku
8430,0,8430,TF
8444,0,0,Roku
8444,0,8444,TF
8450,0,0,Roku
8450,0,8450,TF
8451,0,8451,Roku
8451,0,0,TF
8473,0,8473,Roku
8473,0,0,TF
8476,0,0,Roku
8476,0,8476,TF
8477,0,0,Roku
8477,0,8477,TF
8482,0,0,Roku
8482,0,8482,TF
8485,0,0,Roku
8485,0,8485,TF
8488,0,0,Roku
8488,0,8488,TF
8495,0,0,Roku
8495,0,8495,TF
8501,0,0,Roku
8501,0,8501,TF
8514,0,0,Roku
8514,0,8514,TF
8525,0,0,Roku
8525,0,8525,TF
8528,0,0,Roku
8528,0,8528,TF
8533,0,0,Roku
8533,0,8533,TF
8536,0,0,Roku
8536,0,8536,TF
8544,0,0,Roku
8544,0,8544,TF
8551,0,0,Roku
8551,0,8551,TF
8570,0,0,Roku
8570,0,8570,TF
8581,0,0,Roku
8581,0,8581,TF
8583,0,0,Roku
8583,0,8583,TF
8585,0,8585,Roku
8585,0,0,TF
8604,0,0,Roku
8604,0,8604,TF
8605,0,0,Roku
8605,0,8605,TF
8609,0,0,Roku
8609,0,8609,TF
8615,0,8615,Roku
8615,0,0,TF
8621,0,0,Roku
8621,0,8621,TF
8625,0,0,Roku
8625,0,8625,TF
8627,0,0,Roku
8627,0,8627,TF
8632,0,0,Roku
8632,0,8632,TF
8633,0,0,Roku
8633,0,8633,TF
8634,0,0,Roku
8634,0,8634,TF
8635,0,0,Roku
8635,0,8635,TF
8639,0,0,Roku
8639,0,17278,TF
8648,0,8648,Roku
8648,0,0,TF
8651,0,0,Roku
8651,0,8651,TF
8652,0,8652,Roku
8652,0,0,TF
8659,0,0,Roku
8659,0,8659,TF
8662,0,0,Roku
8662,0,8662,TF
8663,0,0,Roku
8663,0,8663,TF
8671,0,0,Roku
8671,0,8671,TF
8694,0,0,Roku
8694,0,8694,TF
8708,0,0,Roku
8708,0,8708,TF
8714,0,0,Roku
8714,0,8714,TF
8719,0,0,Roku
8719,0,8719,TF
8720,0,0,Roku
8720,0,8720,TF
8725,0,0,Roku
8725,0,8725,TF
8727,0,0,Roku
8727,0,8727,TF
8733,0,0,Roku
8733,0,17466,TF
8735,0,0,Roku
8735,0,8735,TF
8740,0,0,Roku
8740,0,8740,TF
8748,0,8748,Roku
8748,0,0,TF
8761,0,8761,Roku
8761,0,0,TF
8766,0,0,Roku
8766,0,8766,TF
8767,0,0,Roku
8767,0,8767,TF
8780,0,8780,Roku
8780,0,8780,TF
8789,0,0,Roku
8789,0,8789,TF
8791,0,0,Roku
8791,0,8791,TF
8792,0,0,Roku
8792,0,8792,TF
8795,0,0,Roku
8795,0,8795,TF
8796,0,0,Roku
8796,0,8796,TF
8809,0,8809,Roku
8809,0,0,TF
8811,0,0,Roku
8811,0,8811,TF
8816,0,0,Roku
8816,0,8816,TF
8827,0,0,Roku
8827,0,8827,TF
8840,0,0,Roku
8840,0,8840,TF
8861,0,0,Roku
8861,0,8861,TF
8873,0,0,Roku
8873,0,8873,TF
8895,0,0,Roku
8895,0,8895,TF
8896,0,0,Roku
8896,0,8896,TF
8897,0,0,Roku
8897,0,8897,TF
8901,0,0,Roku
8901,0,8901,TF
8903,0,0,Roku
8903,0,8903,TF
8904,0,0,Roku
8904,0,8904,TF
8925,0,0,Roku
8925,0,8925,TF
8929,0,8929,Roku
8929,0,0,TF
8934,0,0,Roku
8934,0,17868,TF
8937,0,0,Roku
8937,0,8937,TF
8939,0,0,Roku
8939,0,8939,TF
8952,0,8952,Roku
8952,0,0,TF
8964,0,0,Roku
8964,0,8964,TF
8968,0,8968,Roku
8968,0,0,TF
8971,0,8971,Roku
8971,0,0,TF
8975,0,8975,Roku
8975,0,0,TF
8981,0,8981,Roku
8981,0,0,TF
8987,0,0,Roku
8987,0,8987,TF
8990,0,0,Roku
8990,0,8990,TF
8995,0,0,Roku
8995,0,8995,TF
8999,0,0,Roku
8999,0,8999,TF
9014,0,0,Roku
9014,0,9014,TF
9018,0,0,Roku
9018,0,9018,TF
9021,0,0,Roku
9021,0,9021,TF
9032,0,0,Roku
9032,0,18064,TF
9044,0,0,Roku
9044,0,9044,TF
9045,0,0,Roku
9045,0,9045,TF
9067,0,0,Roku
9067,0,9067,TF
9069,0,0,Roku
9069,0,9069,TF
9070,0,0,Roku
9070,0,9070,TF
9074,0,0,Roku
9074,0,9074,TF
9079,0,0,Roku
9079,0,9079,TF
9090,0,9090,Roku
9090,0,0,TF
9101,0,0,Roku
9101,0,9101,TF
9106,0,0,Roku
9106,0,9106,TF
9110,0,9110,Roku
9110,0,0,TF
9113,0,0,Roku
9113,0,18226,TF
9115,0,9115,Roku
9115,0,0,TF
9118,0,9118,Roku
9118,0,0,TF
9124,0,0,Roku
9124,0,9124,TF
9126,0,0,Roku
9126,0,9126,TF
9133,0,0,Roku
9133,0,9133,TF
9145,0,0,Roku
9145,0,9145,TF
9161,0,0,Roku
9161,0,9161,TF
9172,0,0,Roku
9172,0,9172,TF
9186,0,0,Roku
9186,0,9186,TF
9189,0,0,Roku
9189,0,9189,TF
9200,0,0,Roku
9200,0,9200,TF
9215,0,0,Roku
9215,0,9215,TF
9220,0,0,Roku
9220,0,9220,TF
9229,0,0,Roku
9229,0,9229,TF
9239,0,9239,Roku
9239,0,9239,TF
9247,0,9247,Roku
9247,0,0,TF
9269,0,0,Roku
9269,0,9269,TF
9274,0,0,Roku
9274,0,9274,TF
9279,0,0,Roku
9279,0,9279,TF
9287,0,0,Roku
9287,0,9287,TF
9288,0,0,Roku
9288,0,18576,TF
9290,0,0,Roku
9290,0,9290,TF
9293,0,0,Roku
9293,0,9293,TF
9294,0,0,Roku
9294,0,9294,TF
9302,0,0,Roku
9302,0,9302,TF
9304,0,0,Roku
9304,0,9304,TF
9308,0,0,Roku
9308,0,9308,TF
9317,0,0,Roku
9317,0,9317,TF
9361,0,0,Roku
9361,0,9361,TF
9367,0,0,Roku
9367,0,9367,TF
9383,0,9383,Roku
9383,0,0,TF
9386,0,0,Roku
9386,0,9386,TF
9392,0,0,Roku
9392,0,9392,TF
9393,0,0,Roku
9393,0,9393,TF
9395,0,0,Roku
9395,0,9395,TF
9400,0,9400,Roku
9400,0,0,TF
9402,0,0,Roku
9402,0,9402,TF
9409,0,0,Roku
9409,0,9409,TF
9410,0,0,Roku
9410,0,9410,TF
9413,0,0,Roku
9413,0,9413,TF
9426,0,0,Roku
9426,0,9426,TF
9441,0,9441,Roku
9441,0,0,TF
9442,0,0,Roku
9442,0,9442,TF
9443,0,0,Roku
9443,0,9443,TF
9444,0,0,Roku
9444,0,9444,TF
9454,0,0,Roku
9454,0,9454,TF
9460,0,0,Roku
9460,0,9460,TF
9463,0,0,Roku
9463,0,9463,TF
9469,0,0,Roku
9469,0,9469,TF
9480,0,9480,Roku
9480,0,0,TF
9484,0,0,Roku
9484,0,9484,TF
9486,0,0,Roku
9486,0,9486,TF
9487,0,0,Roku
9487,0,9487,TF
9488,0,0,Roku
9488,0,18976,TF
9494,0,0,Roku
9494,0,9494,TF
9500,0,0,Roku
